"","snakeid","str_ID","used","trail_crossing_bin","road_bin","powerlines_poly_bin","road_residence_count"
"85","20",8,0,0,0,0,0
"86","20",8,0,0,0,0,0
"87","20",8,0,0,0,0,0
"88","20",8,0,0,0,0,0
"89","20",9,1,0,0,0,0
"90","20",9,0,0,0,0,0
"91","20",9,0,0,0,0,0
"92","20",9,0,0,0,0,0
"93","20",9,0,0,0,0,0
"94","20",9,0,0,0,0,0
"95","20",9,0,0,0,0,0
"96","20",9,0,0,0,0,0
"97","20",9,0,0,0,0,0
"98","20",9,0,0,0,0,0
"99","20",9,0,0,0,0,0
"100","20",10,1,0,0,0,0
"101","20",10,0,0,0,0,0
"102","20",10,0,0,0,0,0
"103","20",10,0,0,0,0,0
"104","20",10,0,0,0,0,0
"105","20",10,0,0,0,0,0
"106","20",10,0,0,0,0,0
"107","20",10,0,0,0,0,0
"108","20",10,0,0,0,0,0
"109","20",10,0,1,0,0,0
"110","20",10,0,1,0,0,0
"111","20",11,1,0,0,0,0
"112","20",11,0,0,0,0,1
"113","20",11,0,0,0,0,0
"114","20",11,0,0,0,0,0
"115","20",11,0,0,0,0,0
"116","20",11,0,0,0,0,0
"117","20",11,0,0,0,0,0
"118","20",11,0,0,0,0,0
"119","20",11,0,0,0,0,0
"120","20",11,0,0,0,0,0
"121","20",11,0,0,0,0,0
"122","20",12,1,0,0,0,0
"123","20",12,0,0,0,0,0
"124","20",12,0,0,0,0,0
"125","20",12,0,0,0,0,0
"126","20",12,0,0,0,0,0
"127","20",12,0,0,0,0,0
"128","20",12,0,0,0,0,0
"129","20",12,0,0,0,0,0
"130","20",12,0,0,0,0,0
"131","20",12,0,0,0,0,0
"132","20",12,0,0,0,0,0
"133","20",13,1,0,0,0,0
"134","20",13,0,0,0,0,0
"135","20",13,0,0,0,0,0
"136","20",13,0,0,0,0,0
"137","20",13,0,0,0,0,0
"138","20",13,0,1,0,0,0
"139","20",13,0,0,0,0,0
"140","20",13,0,0,0,0,0
"141","20",13,0,0,0,0,0
"142","20",13,0,0,0,0,0
"143","20",13,0,0,0,0,0
"144","20",14,1,0,0,0,0
"145","20",14,0,0,0,0,0
"146","20",14,0,0,0,0,0
"147","20",14,0,0,0,0,0
"148","20",14,0,0,0,0,0
"149","20",14,0,0,0,0,0
"150","20",14,0,0,0,0,0
"151","20",14,0,0,0,0,0
"152","20",14,0,0,0,0,0
"153","20",14,0,0,0,0,0
"154","20",14,0,0,0,0,0
"155","20",15,1,0,0,0,0
"156","20",15,0,0,0,0,0
"157","20",15,0,0,0,0,0
"158","20",15,0,0,0,0,0
"159","20",15,0,0,0,0,0
"160","20",15,0,0,0,0,0
"161","20",15,0,0,0,0,0
"162","20",15,0,0,0,0,0
"163","20",15,0,0,0,0,0
"164","20",15,0,0,0,0,0
"165","20",15,0,0,0,0,0
"166","20",16,1,0,0,0,0
"167","20",16,0,0,0,0,0
"168","20",16,0,0,0,0,0
"169","20",16,0,0,0,0,0
"170","20",16,0,0,0,0,0
"171","20",16,0,0,0,0,0
"172","20",16,0,0,0,0,0
"173","20",16,0,0,0,0,0
"174","20",16,0,0,0,0,0
"175","20",16,0,0,0,0,0
"176","20",16,0,0,0,0,0
"177","20",17,1,0,0,0,0
"178","20",17,0,0,0,0,0
"179","20",17,0,0,0,0,0
"180","20",17,0,0,0,0,0
"181","20",17,0,0,0,0,0
"182","20",17,0,0,0,0,0
"183","20",17,0,0,0,0,0
"184","20",17,0,0,0,0,0
"185","20",17,0,0,0,0,0
"186","20",17,0,0,0,0,0
"187","20",17,0,0,0,0,0
"188","20",18,1,0,0,0,0
"189","20",18,0,0,0,0,0
"190","20",18,0,0,0,0,0
"191","20",18,0,0,0,0,0
"192","20",18,0,0,0,0,0
"193","20",18,0,0,0,0,0
"194","20",18,0,1,0,0,0
"195","20",18,0,0,0,0,0
"196","20",18,0,0,0,0,0
"197","20",18,0,0,0,0,0
"198","20",18,0,0,0,0,0
"199","20",19,1,0,0,0,0
"200","20",19,0,0,0,0,0
"201","20",19,0,0,0,0,0
"202","20",19,0,0,0,0,0
"203","20",19,0,0,0,0,0
"204","20",19,0,0,0,0,0
"205","20",19,0,0,0,0,0
"206","20",19,0,0,0,0,0
"207","20",19,0,0,0,0,0
"208","20",19,0,0,0,0,0
"209","20",19,0,0,0,0,0
"210","20",20,1,0,0,0,0
"211","20",20,0,0,0,0,0
"212","20",20,0,0,0,0,0
"213","20",20,0,0,0,0,0
"214","20",20,0,0,0,0,0
"215","20",20,0,0,0,0,0
"216","20",20,0,0,0,0,0
"217","20",20,0,0,0,0,0
"218","20",20,0,0,0,0,0
"219","20",20,0,0,0,0,0
"220","20",20,0,0,0,0,0
"221","20",21,1,0,0,0,0
"222","20",21,0,0,0,0,0
"223","20",21,0,0,0,0,0
"224","20",21,0,0,0,0,0
"225","20",21,0,0,0,0,0
"226","20",21,0,0,0,0,0
"227","20",21,0,0,0,0,0
"228","20",21,0,0,0,0,0
"229","20",21,0,0,0,0,0
"230","20",21,0,0,0,0,0
"231","20",21,0,0,0,0,0
"232","20",22,1,0,0,0,0
"233","20",22,0,0,0,0,0
"234","20",22,0,0,0,0,0
"235","20",22,0,0,0,0,0
"236","20",22,0,0,0,0,0
"237","20",22,0,0,0,0,0
"238","20",22,0,0,0,0,0
"239","20",22,0,0,0,0,0
"240","20",22,0,0,0,0,0
"241","20",22,0,0,0,0,1
"242","20",22,0,0,0,0,0
"243","20",23,1,0,0,0,0
"244","20",23,0,0,0,0,0
"245","20",23,0,0,0,0,0
"246","20",23,0,0,0,0,0
"247","20",23,0,0,0,0,0
"248","20",23,0,0,0,0,0
"249","20",23,0,0,0,0,0
"250","20",23,0,0,0,0,0
"251","20",23,0,0,1,0,0
"252","20",23,0,0,0,0,0
"253","20",23,0,0,0,0,0
"254","20",24,1,0,0,0,0
"255","20",24,0,0,0,0,0
"256","20",24,0,0,0,0,0
"257","20",24,0,0,0,0,0
"258","20",24,0,0,0,0,0
"259","20",24,0,0,0,0,0
"260","20",24,0,0,0,0,0
"261","20",24,0,0,0,0,0
"262","20",24,0,0,0,0,0
"263","20",24,0,0,0,0,0
"264","20",24,0,0,0,0,0
"265","20",25,1,0,0,0,0
"266","20",25,0,0,0,0,0
"267","20",25,0,0,0,0,0
"268","20",25,0,0,0,0,0
"269","20",25,0,0,0,0,0
"270","20",25,0,0,0,0,0
"271","20",25,0,0,0,0,0
"272","20",25,0,0,0,0,0
"273","20",25,0,0,0,0,0
"274","20",25,0,0,0,0,0
"275","20",25,0,0,0,0,0
"276","20",26,1,0,0,0,0
"277","20",26,0,0,0,0,0
"278","20",26,0,0,0,0,0
"279","20",26,0,0,0,0,0
"280","20",26,0,0,0,0,0
"281","20",26,0,0,0,0,0
"282","20",26,0,0,0,0,0
"283","20",26,0,0,0,0,0
"284","20",26,0,0,0,0,0
"285","20",26,0,0,0,0,0
"286","20",26,0,0,0,0,0
"287","20",27,1,0,0,0,0
"288","20",27,0,0,0,0,0
"289","20",27,0,0,0,0,0
"290","20",27,0,0,0,0,0
"291","20",27,0,0,0,0,0
"292","20",27,0,0,0,0,0
"293","20",27,0,0,0,0,0
"294","20",27,0,0,0,0,0
"295","20",27,0,0,0,0,0
"296","20",27,0,0,0,0,0
"297","20",27,0,0,0,0,0
"298","20",28,1,0,0,0,0
"299","20",28,0,0,0,0,0
"300","20",28,0,0,0,0,0
"301","20",28,0,0,0,0,0
"302","20",28,0,0,0,0,0
"303","20",28,0,0,0,0,0
"304","20",28,0,0,0,0,0
"305","20",28,0,0,0,0,0
"306","20",28,0,0,0,0,0
"307","20",28,0,0,0,0,0
"308","20",28,0,0,0,0,0
"309","20",29,1,0,0,0,0
"310","20",29,0,0,0,0,0
"311","20",29,0,0,0,0,0
"312","20",29,0,0,0,0,0
"313","20",29,0,0,0,0,0
"314","20",29,0,0,0,0,0
"315","20",29,0,0,0,0,0
"316","20",29,0,0,0,0,0
"317","20",29,0,0,0,0,0
"318","20",29,0,0,0,0,0
"319","20",29,0,0,0,0,0
"320","20",30,1,0,0,0,0
"321","20",30,0,0,0,0,0
"322","20",30,0,0,0,0,0
"323","20",30,0,0,0,0,0
"324","20",30,0,0,0,0,0
"325","20",30,0,0,0,0,0
"326","20",30,0,0,0,0,0
"327","20",30,0,0,0,0,0
"328","20",30,0,0,0,0,0
"329","20",30,0,0,0,0,0
"330","20",30,0,0,0,0,0
"331","20",31,1,0,0,0,0
"332","20",31,0,0,0,0,0
"333","20",31,0,0,0,0,0
"334","20",31,0,0,0,0,0
"335","20",31,0,0,0,0,0
"336","20",31,0,0,0,0,0
"337","20",31,0,0,0,0,0
"338","20",31,0,0,0,0,0
"339","20",31,0,0,0,0,0
"340","20",31,0,0,0,0,0
"341","20",31,0,0,0,0,0
"342","20",32,1,0,0,0,0
"343","20",32,0,1,1,0,0
"344","20",32,0,0,0,0,0
"345","20",32,0,0,0,0,0
"346","20",32,0,0,0,0,0
"347","20",32,0,0,0,0,0
"348","20",32,0,0,0,0,0
"349","20",32,0,0,0,0,0
"350","20",32,0,0,0,0,0
"351","20",32,0,0,0,0,0
"352","20",32,0,0,0,0,0
"353","20",33,1,0,0,0,0
"354","20",33,0,0,0,0,0
"355","20",33,0,0,0,0,0
"356","20",33,0,0,0,0,0
"357","20",33,0,0,0,0,0
"358","20",33,0,0,0,0,0
"359","20",33,0,0,0,0,0
"360","20",33,0,0,0,0,0
"361","20",33,0,0,0,0,0
"362","20",33,0,1,0,0,0
"363","20",33,0,0,0,0,0
"364","20",34,1,0,0,0,0
"365","20",34,0,1,0,0,0
"366","20",34,0,0,0,0,0
"367","20",34,0,0,0,0,0
"368","20",34,0,0,0,0,0
"369","20",34,0,0,0,0,0
"370","20",34,0,0,0,0,0
"371","20",34,0,0,0,0,0
"372","20",34,0,0,0,0,0
"373","20",34,0,0,0,0,0
"374","20",34,0,0,0,0,0
"375","20",35,1,0,0,0,0
"376","20",35,0,0,0,0,0
"377","20",35,0,0,0,0,0
"378","20",35,0,0,0,0,0
"379","20",35,0,0,0,0,0
"380","20",35,0,0,0,0,0
"381","20",35,0,0,0,0,0
"382","20",35,0,0,0,0,0
"383","20",35,0,0,0,0,0
"384","20",35,0,0,0,0,0
"385","20",35,0,0,0,0,0
"386","20",36,1,0,0,0,0
"387","20",36,0,0,0,0,0
"388","20",36,0,0,0,0,0
"389","20",36,0,0,0,0,0
"390","20",36,0,0,0,0,0
"391","20",36,0,0,0,0,0
"392","20",36,0,0,0,0,0
"393","20",36,0,0,0,0,0
"394","20",36,0,0,0,0,0
"395","20",36,0,0,0,0,0
"396","20",36,0,0,0,0,0
"397","20",37,1,0,0,0,0
"398","20",37,0,0,0,0,0
"399","20",37,0,0,0,0,0
"400","20",37,0,0,0,0,0
"401","20",37,0,0,0,0,0
"402","20",37,0,0,0,0,0
"403","20",37,0,0,0,0,0
"404","20",37,0,0,0,0,0
"405","20",37,0,1,0,0,0
"406","20",37,0,0,0,0,0
"407","20",37,0,0,0,0,0
"408","20",38,1,0,0,0,0
"409","20",38,0,0,0,0,0
"410","20",38,0,0,0,0,0
"411","20",38,0,0,0,0,0
"412","20",38,0,0,0,0,0
"413","20",38,0,0,0,0,0
"414","20",38,0,0,0,0,0
"415","20",38,0,0,0,0,0
"416","20",38,0,1,0,0,0
"417","20",38,0,0,0,0,0
"418","20",38,0,0,0,0,0
"419","20",39,1,0,0,0,0
"420","20",39,0,0,0,0,0
"421","20",39,0,1,0,0,0
"422","20",39,0,0,0,0,0
"423","20",39,0,1,0,0,0
"424","20",39,0,0,0,0,0
"425","20",39,0,0,0,0,0
"426","20",39,0,1,0,0,0
"427","20",39,0,0,0,0,0
"428","20",39,0,0,0,0,0
"429","20",39,0,0,0,0,0
"430","20",40,1,0,0,0,0
"431","20",40,0,0,0,0,0
"432","20",40,0,0,0,0,0
"433","20",40,0,0,0,0,0
"434","20",40,0,0,0,0,0
"435","20",40,0,0,0,0,0
"436","20",40,0,0,0,0,0
"437","20",40,0,0,0,0,0
"438","20",40,0,0,0,0,0
"439","20",40,0,0,0,0,0
"440","20",40,0,0,0,0,0
"441","20",41,1,0,0,0,0
"442","20",41,0,0,0,0,0
"443","20",41,0,1,0,0,0
"444","20",41,0,0,0,0,0
"445","20",41,0,0,0,0,0
"446","20",41,0,0,0,0,0
"447","20",41,0,0,0,0,0
"448","20",41,0,1,0,0,0
"449","20",41,0,0,0,0,0
"450","20",41,0,0,0,0,0
"451","20",41,0,0,0,0,0
"452","20",42,1,0,0,0,0
"453","20",42,0,0,0,0,0
"454","20",42,0,0,0,0,0
"455","20",42,0,1,0,0,0
"456","20",42,0,0,0,0,0
"457","20",42,0,0,0,0,0
"458","20",42,0,0,0,0,0
"459","20",42,0,0,0,0,0
"460","20",42,0,0,0,0,0
"461","20",42,0,0,0,0,0
"462","20",42,0,0,0,0,0
"463","20",43,1,0,0,0,0
"464","20",43,0,1,0,0,0
"465","20",43,0,0,0,0,0
"466","20",43,0,1,0,0,0
"467","20",43,0,0,0,0,0
"468","20",43,0,1,0,0,0
"469","20",43,0,0,0,0,0
"470","20",43,0,0,0,0,0
"471","20",43,0,0,0,0,0
"472","20",43,0,0,0,0,0
"473","20",43,0,1,0,0,0
"474","20",44,1,0,0,0,0
"475","20",44,0,0,0,0,0
"476","20",44,0,0,0,0,0
"477","20",44,0,0,0,0,0
"478","20",44,0,0,0,0,0
"479","20",44,0,0,0,0,0
"480","20",44,0,0,0,0,0
"481","20",44,0,0,0,0,0
"482","20",44,0,0,0,0,0
"483","20",44,0,0,0,0,0
"484","20",44,0,0,0,0,0
"485","20",45,1,0,0,0,0
"486","20",45,0,0,0,0,0
"487","20",45,0,0,0,0,0
"488","20",45,0,0,0,0,0
"489","20",45,0,0,0,0,0
"490","20",45,0,0,0,0,0
"491","20",45,0,0,0,0,0
"492","20",45,0,0,0,0,0
"493","20",45,0,0,0,0,0
"494","20",45,0,0,0,0,0
"495","20",45,0,0,0,0,0
"496","20",46,1,0,0,0,0
"497","20",46,0,0,0,0,0
"498","20",46,0,0,0,0,0
"499","20",46,0,0,0,0,0
"500","20",46,0,0,0,0,0
"501","20",46,0,0,0,0,0
"502","20",46,0,0,0,0,0
"503","20",46,0,0,0,0,0
"504","20",46,0,0,0,0,0
"505","20",46,0,0,0,0,0
"506","20",46,0,0,0,0,0
"507","20",47,1,0,0,0,0
"508","20",47,0,0,0,0,0
"509","20",47,0,0,0,0,0
"510","20",47,0,0,0,0,0
"511","20",47,0,0,0,0,0
"512","20",47,0,0,0,0,0
"513","20",47,0,0,0,0,0
"514","20",47,0,0,0,0,0
"515","20",47,0,0,0,0,0
"516","20",47,0,0,0,0,0
"517","20",47,0,0,0,0,0
"518","20",48,1,0,0,0,0
"519","20",48,0,0,0,0,0
"520","20",48,0,0,0,0,0
"521","20",48,0,0,0,0,0
"522","20",48,0,0,0,0,0
"523","20",48,0,0,0,0,0
"524","20",48,0,0,0,0,0
"525","20",48,0,0,0,0,0
"526","20",48,0,0,0,0,0
"527","20",48,0,0,0,0,0
"528","20",48,0,0,0,0,0
"529","20",49,1,0,0,0,0
"530","20",49,0,0,0,0,0
"531","20",49,0,0,0,0,0
"532","20",49,0,0,0,0,0
"533","20",49,0,0,0,0,0
"534","20",49,0,1,0,0,0
"535","20",49,0,0,0,0,0
"536","20",49,0,0,0,0,0
"537","20",49,0,0,0,0,0
"538","20",49,0,0,0,0,0
"539","20",49,0,0,0,0,0
"540","20",50,1,0,0,0,0
"541","20",50,0,0,0,0,0
"542","20",50,0,0,0,0,0
"543","20",50,0,0,0,0,0
"544","20",50,0,0,0,0,0
"545","20",50,0,0,0,0,0
"546","20",50,0,0,0,0,0
"547","20",50,0,0,0,0,0
"548","20",50,0,0,0,0,0
"549","20",50,0,0,0,0,0
"550","20",50,0,0,0,0,0
"551","20",51,1,0,0,0,0
"552","20",51,0,0,0,0,0
"553","20",51,0,0,0,0,0
"554","20",51,0,0,0,0,0
"555","20",51,0,0,0,0,0
"556","20",51,0,0,0,0,0
"557","20",51,0,0,0,0,0
"558","20",51,0,1,0,0,0
"559","20",51,0,0,0,0,0
"560","20",51,0,0,0,0,0
"561","20",51,0,0,0,0,0
"562","20",52,1,0,0,0,0
"563","20",52,0,0,0,0,0
"564","20",52,0,0,0,0,0
"565","20",52,0,0,0,0,0
"566","20",52,0,1,0,0,0
"567","20",52,0,0,0,0,0
"568","20",52,0,0,0,0,0
"569","20",52,0,0,0,0,0
"570","20",52,0,0,0,0,0
"571","20",52,0,0,0,0,0
"572","20",52,0,0,0,0,0
"573","20",53,1,0,0,0,0
"574","20",53,0,0,0,0,0
"575","20",53,0,0,0,0,0
"576","20",53,0,0,0,0,0
"577","20",53,0,0,0,0,0
"578","20",53,0,0,0,0,0
"579","20",53,0,0,0,0,0
"580","20",53,0,0,0,0,0
"581","20",53,0,0,0,0,0
"582","20",53,0,0,0,0,0
"583","20",53,0,0,0,0,0
"584","20",54,1,0,0,0,0
"585","20",54,0,0,0,0,0
"586","20",54,0,0,0,0,0
"587","20",54,0,0,0,0,0
"588","20",54,0,0,0,0,0
"589","20",54,0,0,0,0,0
"590","20",54,0,0,0,0,0
"591","20",54,0,0,0,0,0
"592","20",54,0,0,0,0,0
"593","20",54,0,0,0,0,0
"594","20",54,0,0,0,0,0
"595","20",55,1,0,0,0,0
"596","20",55,0,0,0,0,0
"597","20",55,0,0,0,0,0
"598","20",55,0,0,0,0,0
"599","20",55,0,0,0,0,0
"600","20",55,0,0,0,0,0
"601","20",55,0,0,0,0,0
"602","20",55,0,0,0,0,0
"603","20",55,0,0,0,0,0
"604","20",55,0,0,0,0,0
"605","20",55,0,0,0,0,0
"606","20",56,1,0,0,0,0
"607","20",56,0,0,0,0,0
"608","20",56,0,0,0,0,0
"609","20",56,0,0,0,0,0
"610","20",56,0,0,0,0,0
"611","20",56,0,0,0,0,0
"612","20",56,0,0,0,0,0
"613","20",56,0,0,0,0,0
"614","20",56,0,0,0,0,0
"615","20",56,0,0,0,0,0
"616","20",56,0,0,0,0,0
"617","20",57,1,0,0,0,0
"618","20",57,0,0,0,0,0
"619","20",57,0,0,0,0,0
"620","20",57,0,0,0,0,0
"621","20",57,0,0,0,0,0
"622","20",57,0,0,0,0,0
"623","20",57,0,0,0,0,0
"624","20",57,0,0,0,0,0
"625","20",57,0,0,0,0,0
"626","20",57,0,0,0,0,0
"627","20",57,0,0,0,0,0
"628","20",58,1,0,0,0,0
"629","20",58,0,0,0,0,0
"630","20",58,0,0,0,0,0
"631","20",58,0,0,0,0,0
"632","20",58,0,0,0,0,0
"633","20",58,0,0,0,0,0
"634","20",58,0,0,0,0,0
"635","20",58,0,0,0,0,0
"636","20",58,0,0,0,0,0
"637","20",58,0,0,0,0,0
"638","20",58,0,0,0,0,0
"639","20",59,1,0,0,0,0
"640","20",59,0,0,0,0,0
"641","20",59,0,0,0,0,0
"642","20",59,0,0,0,0,0
"643","20",59,0,0,0,0,0
"644","20",59,0,0,0,0,0
"645","20",59,0,0,0,0,0
"646","20",59,0,0,0,0,0
"647","20",59,0,0,0,0,0
"648","20",59,0,0,0,0,0
"649","20",59,0,0,0,0,0
"650","20",60,1,0,0,0,0
"651","20",60,0,0,0,0,0
"652","20",60,0,0,0,0,0
"653","20",60,0,0,0,0,0
"654","20",60,0,0,0,0,0
"655","20",60,0,0,0,0,0
"656","20",60,0,0,0,0,0
"657","20",60,0,0,0,0,0
"658","20",60,0,0,0,0,0
"659","20",60,0,0,0,0,0
"660","20",60,0,0,0,0,0
"661","20",61,1,0,0,0,0
"662","20",61,0,0,0,0,0
"663","20",61,0,0,0,0,0
"664","20",61,0,0,0,0,0
"665","20",61,0,0,0,0,0
"666","20",61,0,0,0,0,0
"667","20",61,0,0,0,0,0
"668","20",61,0,0,0,0,0
"669","20",61,0,0,0,0,0
"670","20",61,0,0,0,0,0
"671","20",61,0,0,0,0,0
"672","20",62,1,1,0,0,0
"673","20",62,0,0,0,0,0
"674","20",62,0,0,0,0,0
"675","20",62,0,0,0,0,0
"676","20",62,0,0,0,0,0
"677","20",62,0,0,0,0,0
"678","20",62,0,0,0,0,0
"679","20",62,0,0,0,0,0
"680","20",62,0,0,0,0,0
"681","20",62,0,0,0,0,0
"682","20",62,0,0,0,0,0
"683","20",63,1,0,0,0,0
"684","20",63,0,1,0,0,0
"685","20",63,0,1,0,0,0
"686","20",63,0,0,0,0,0
"687","20",63,0,0,0,0,0
"688","20",63,0,1,0,0,0
"689","20",63,0,0,0,0,0
"690","20",63,0,1,0,0,0
"691","20",63,0,1,0,0,0
"692","20",63,0,0,0,0,0
"693","20",63,0,0,0,0,0
"694","20",64,1,0,0,0,0
"695","20",64,0,0,0,0,0
"696","20",64,0,0,0,0,0
"697","20",64,0,0,0,0,0
"698","20",64,0,1,0,0,0
"699","20",64,0,0,0,0,0
"700","20",64,0,0,0,0,0
"701","20",64,0,0,0,0,0
"702","20",64,0,0,0,0,1
"703","20",64,0,0,0,0,0
"704","20",64,0,0,0,0,0
"705","20",65,1,0,0,0,0
"706","20",65,0,0,0,0,0
"707","20",65,0,0,0,0,0
"708","20",65,0,0,0,0,0
"709","20",65,0,0,0,0,0
"710","20",65,0,0,0,0,0
"711","20",65,0,1,0,0,0
"712","20",65,0,1,0,0,0
"713","20",65,0,0,0,0,0
"714","20",65,0,1,0,0,0
"715","20",65,0,1,0,0,0
"716","20",66,1,0,0,0,0
"717","20",66,0,0,0,0,0
"718","20",66,0,0,0,0,0
"719","20",66,0,0,0,0,0
"720","20",66,0,0,0,0,0
"721","20",66,0,0,0,0,0
"722","20",66,0,0,0,0,0
"723","20",66,0,0,0,0,0
"724","20",66,0,0,0,0,0
"725","20",66,0,0,0,0,0
"726","20",66,0,0,0,0,0
"727","20",67,1,0,0,0,0
"728","20",67,0,0,0,0,0
"729","20",67,0,0,0,0,1
"730","20",67,0,1,0,0,0
"731","20",67,0,0,0,0,0
"732","20",67,0,0,0,0,0
"733","20",67,0,0,0,0,0
"734","20",67,0,0,0,0,0
"735","20",67,0,0,0,0,0
"736","20",67,0,0,0,0,0
"737","20",67,0,0,1,0,1
"738","20",68,1,0,0,0,0
"739","20",68,0,0,0,0,0
"740","20",68,0,0,0,0,0
"741","20",68,0,1,0,0,0
"742","20",68,0,0,0,0,0
"743","20",68,0,0,0,0,0
"744","20",68,0,0,0,0,0
"745","20",68,0,1,0,0,0
"746","20",68,0,0,0,0,0
"747","20",68,0,0,0,0,0
"748","20",68,0,0,0,0,0
"749","20",69,1,0,0,0,0
"750","20",69,0,0,0,0,0
"751","20",69,0,0,0,0,0
"752","20",69,0,0,0,0,0
"753","20",69,0,1,0,0,0
"754","20",69,0,0,0,0,0
"755","20",69,0,0,0,0,0
"756","20",69,0,1,0,0,0
"757","20",69,0,0,0,0,0
"758","20",69,0,0,0,0,0
"759","20",69,0,1,0,0,0
"760","20",70,1,0,0,0,0
"761","20",70,0,0,0,0,0
"762","20",70,0,0,0,0,0
"763","20",70,0,0,0,0,0
"764","20",70,0,0,0,0,0
"765","20",70,0,0,0,0,0
"766","20",70,0,0,0,0,0
"767","20",70,0,0,0,0,0
"768","20",70,0,0,0,0,0
"769","20",70,0,0,0,0,0
"770","20",70,0,0,0,0,0
"771","20",71,1,0,0,0,0
"772","20",71,0,1,0,0,0
"773","20",71,0,0,0,0,0
"774","20",71,0,0,0,0,0
"775","20",71,0,0,0,0,0
"776","20",71,0,0,0,0,0
"777","20",71,0,0,0,0,0
"778","20",71,0,0,0,0,0
"779","20",71,0,0,0,0,0
"780","20",71,0,0,0,0,0
"781","20",71,0,1,1,0,1
"782","20",72,1,0,0,0,0
"783","20",72,0,0,0,0,0
"784","20",72,0,0,0,0,0
"785","20",72,0,0,0,0,0
"786","20",72,0,0,0,0,0
"787","20",72,0,0,0,0,0
"788","20",72,0,0,0,0,0
"789","20",72,0,0,0,0,0
"790","20",72,0,0,0,0,0
"791","20",72,0,0,0,0,0
"792","20",72,0,0,0,0,0
"793","20",73,1,0,0,0,0
"794","20",73,0,0,0,0,0
"795","20",73,0,0,0,0,0
"796","20",73,0,0,0,0,0
"797","20",73,0,0,0,0,0
"798","20",73,0,0,0,0,0
"799","20",73,0,0,0,0,0
"800","20",73,0,0,0,0,0
"801","20",73,0,0,0,0,0
"802","20",73,0,0,0,0,0
"803","20",73,0,0,0,0,0
"804","20",74,1,0,0,0,0
"805","20",74,0,0,0,0,0
"806","20",74,0,0,0,0,0
"807","20",74,0,1,0,0,0
"808","20",74,0,1,0,0,0
"809","20",74,0,1,0,0,0
"810","20",74,0,0,0,0,0
"811","20",74,0,0,0,0,0
"812","20",74,0,0,0,0,0
"813","20",74,0,0,0,0,0
"814","20",74,0,0,0,0,0
"815","20",75,1,0,0,0,0
"816","20",75,0,1,0,0,0
"817","20",75,0,1,0,0,0
